Entity,Code,Year,Women,Men
Guyana,GUY,2015,290.49686,428.33133
Guyana,GUY,2016,259.11404,357.58566
Guyana,GUY,2017,285.827,349.2728
Guyana,GUY,2018,243.05206,323.1369
Guyana,GUY,2019,180.69087,252.38153
Guyana,GUY,2020,191.82693,251.002
Hong Kong,HKG,1955,123.41973,282.52646
Hong Kong,HKG,1956,153.97246,321.63885
Hong Kong,HKG,1957,141.74594,313.5913
Hong Kong,HKG,1958,159.60349,343.83908
Hong Kong,HKG,1959,173.63446,364.0806
Hong Kong,HKG,1960,192.7354,353.344
Hong Kong,HKG,1961,191.69531,313.4219
Hong Kong,HKG,1962,186.39424,323.30527
Hong Kong,HKG,1963,190.23918,317.33643
Hong Kong,HKG,1964,198.94139,337.5626
Hong Kong,HKG,1965,202.91238,343.45068
Hong Kong,HKG,1966,193.86539,339.742
Hong Kong,HKG,1967,188.84596,325.59186
Hong Kong,HKG,1968,195.06354,297.53995
Hong Kong,HKG,1969,176.50015,290.13196
Hong Kong,HKG,1970,188.15634,291.90457
Hong Kong,HKG,1971,169.20526,277.05624
Hong Kong,HKG,1972,165.07338,274.08868
Hong Kong,HKG,1973,169.03117,255.52066
Hong Kong,HKG,1974,172.35011,253.57547
Hong Kong,HKG,1975,165.81482,255.46527
Hong Kong,HKG,1976,175.82051,286.18387
Hong Kong,HKG,1977,176.31863,259.15298
Hong Kong,HKG,1978,176.20251,258.02957
Hong Kong,HKG,1979,173.84404,274.21088
Hong Kong,HKG,1980,163.72556,252.1959
Hong Kong,HKG,1981,151.66185,211.05638
Hong Kong,HKG,1982,147.1145,215.22725
Hong Kong,HKG,1983,145.45918,205.63893
Hong Kong,HKG,1984,135.62639,184.5823
Hong Kong,HKG,1985,126.41899,174.29721
Hong Kong,HKG,1986,125.74633,187.35245
Hong Kong,HKG,1987,126.06687,182.97777
Hong Kong,HKG,1988,122.30573,173.27217
Hong Kong,HKG,1989,114.7257,168.99591
Hong Kong,HKG,1990,128.01988,173.53638
Hong Kong,HKG,1991,120.48117,165.64148
Hong Kong,HKG,1992,125.09699,170.72469
Hong Kong,HKG,1993,114.5086,152.28856
Hong Kong,HKG,1994,108.66175,151.27124
Hong Kong,HKG,1995,104.75665,143.99078
Hong Kong,HKG,1996,92.00847,132.19426
Hong Kong,HKG,1997,88.751015,125.75192
Hong Kong,HKG,1998,92.97481,131.98537
Hong Kong,HKG,1999,94.17583,131.12756
Hong Kong,HKG,2000,92.2658,133.21054
Hong Kong,HKG,2001,77.20435,110.760735
Hong Kong,HKG,2002,77.41561,111.78606
Hong Kong,HKG,2003,79.09973,116.2569
Hong Kong,HKG,2004,77.551186,120.18378
Hong Kong,HKG,2005,76.393456,112.36082
Hong Kong,HKG,2006,68.37458,103.517715
Hong Kong,HKG,2007,70.20839,111.56019
Hong Kong,HKG,2008,71.12902,111.760666
Hong Kong,HKG,2009,62.742977,103.58814
Hong Kong,HKG,2010,62.243416,100.9342
Hong Kong,HKG,2011,54.885963,93.46366
Hong Kong,HKG,2012,52.75284,91.411835
Hong Kong,HKG,2013,47.289925,84.65234
Hong Kong,HKG,2014,48.31114,87.59036
Hong Kong,HKG,2015,45.22186,81.173164
Hong Kong,HKG,2016,43.722546,78.76982
Hong Kong,HKG,2017,41.41053,73.13806
Hungary,HUN,1955,366.37415,395.79724
Hungary,HUN,1956,415.71063,449.36005
Hungary,HUN,1957,412.42032,438.70605
Hungary,HUN,1958,389.59433,421.1614
Hungary,HUN,1959,419.6538,467.04272
Hungary,HUN,1960,429.03537,489.51456
Hungary,HUN,1961,412.33286,481.497
Hungary,HUN,1962,482.92627,566.1285
Hungary,HUN,1963,431.64542,515.57324
Hungary,HUN,1964,437.4255,526.4684
Hungary,HUN,1965,468.24445,569.6559
Hungary,HUN,1966,419.82318,501.21768
Hungary,HUN,1967,444.0591,541.39233
Hungary,HUN,1968,458.81873,583.9848
Hungary,HUN,1969,457.26157,600.5428
Hungary,HUN,1970,454.5764,597.1832
Hungary,HUN,1971,450.59692,600.95807
Hungary,HUN,1972,434.40555,581.61365
Hungary,HUN,1973,434.28442,594.59106
Hungary,HUN,1974,424.10764,576.27637
Hungary,HUN,1975,428.49176,580.7776
Hungary,HUN,1976,424.65814,582.50757
Hungary,HUN,1977,405.11847,576.89355
Hungary,HUN,1978,432.53983,611.02466
Hungary,HUN,1979,416.05527,599.33124
Hungary,HUN,1980,428.20767,635.701
Hungary,HUN,1981,424.97415,630.6016
Hungary,HUN,1982,418.0756,639.38696
Hungary,HUN,1983,425.11496,647.10846
Hungary,HUN,1984,411.4793,640.8313
Hungary,HUN,1985,415.50333,642.9663
Hungary,HUN,1986,409.89737,620.16266
Hungary,HUN,1987,388.41925,599.8257
Hungary,HUN,1988,378.95053,584.87524
Hungary,HUN,1989,377.94968,593.77374
Hungary,HUN,1990,390.32904,609.1688
Hungary,HUN,1991,383.05127,605.3357
Hungary,HUN,1992,380.52884,608.5452
Hungary,HUN,1993,381.59586,617.6496
Hungary,HUN,1994,361.61948,580.8561
Hungary,HUN,1995,353.46097,569.0193
Hungary,HUN,1996,354.56555,557.0224
Hungary,HUN,1997,337.0967,537.6251
Hungary,HUN,1998,337.259,544.58887
Hungary,HUN,1999,353.32986,560.31494
Hungary,HUN,2000,326.74902,523.4049
Hungary,HUN,2001,302.1138,477.35602
Hungary,HUN,2002,300.60687,479.14307
Hungary,HUN,2003,301.46237,485.6768
Hungary,HUN,2004,290.64685,464.69632
Hungary,HUN,2005,296.0732,484.33057
Hungary,HUN,2006,270.85428,444.43503
Hungary,HUN,2007,261.54077,439.88928
Hungary,HUN,2008,250.71011,416.63544
Hungary,HUN,2009,244.11346,411.8134
Hungary,HUN,2010,246.33243,401.4122
Hungary,HUN,2011,234.88457,387.0923
Hungary,HUN,2012,237.39041,380.01743
Hungary,HUN,2013,227.50856,368.59927
Hungary,HUN,2014,222.7349,363.00552
Hungary,HUN,2015,232.02623,365.50058
Hungary,HUN,2016,214.48341,355.5831
Hungary,HUN,2017,221.69693,362.9815
Hungary,HUN,2018,215.87927,353.94342
Hungary,HUN,2019,208.57416,343.16553
Hungary,HUN,2020,217.37157,362.84427
Hungary,HUN,2021,211.12628,362.2908
Hungary,HUN,2022,201.43297,339.08005
Hungary,HUN,2023,201.20407,334.14526
Iceland,ISL,1951,272.64575,330.8965
Iceland,ISL,1952,256.87027,359.05685
Iceland,ISL,1953,295.4526,337.06223
Iceland,ISL,1954,279.61304,351.02643
Iceland,ISL,1955,262.4232,349.326
Iceland,ISL,1956,274.0449,363.7619
Iceland,ISL,1957,320.47357,329.03967
Iceland,ISL,1958,280.61002,384.2961
Iceland,ISL,1959,249.8817,344.9063
Iceland,ISL,1960,287.18964,340.06793
Iceland,ISL,1961,258.13513,382.48187
Iceland,ISL,1962,240.86812,338.18375
Iceland,ISL,1963,259.14185,395.72018
Iceland,ISL,1964,247.27124,402.2742
Iceland,ISL,1965,244.6368,374.83807
Iceland,ISL,1966,235.87888,429.2969
Iceland,ISL,1967,253.34712,416.8333
Iceland,ISL,1968,273.94345,379.22586
Iceland,ISL,1969,270.13846,411.61328
Iceland,ISL,1970,262.21005,426.14688
Iceland,ISL,1971,223.01884,454.56006
Iceland,ISL,1972,237.55278,404.87628
Iceland,ISL,1973,259.1444,396.41058
Iceland,ISL,1974,213.99878,387.8279
Iceland,ISL,1975,191.06418,348.49542
Iceland,ISL,1976,187.42938,354.69165
Iceland,ISL,1977,192.41199,339.9093
Iceland,ISL,1978,181.96988,327.47086
Iceland,ISL,1979,199.11304,339.43848
Iceland,ISL,1980,188.74246,355.15042
Iceland,ISL,1981,191.53574,397.3822
Iceland,ISL,1982,187.6754,323.37906
Iceland,ISL,1983,169.84619,378.78442
Iceland,ISL,1984,163.53688,312.90652
Iceland,ISL,1985,188.11156,315.51758
Iceland,ISL,1986,177.70824,308.535
Iceland,ISL,1987,174.08058,319.49036
Iceland,ISL,1988,174.69052,312.51468
Iceland,ISL,1989,170.48955,295.48236
Iceland,ISL,1990,165.67307,269.1917
Iceland,ISL,1991,157.37834,303.46027
Iceland,ISL,1992,154.75858,270.88904
Iceland,ISL,1993,153.66931,260.63953
Iceland,ISL,1994,154.32042,277.0643
Iceland,ISL,1995,151.13718,282.66898
Iceland,ISL,1996,144.52419,250.38751
Iceland,ISL,1997,141.15561,240.25058
Iceland,ISL,1998,133.37282,225.08614
Iceland,ISL,1999,146.78606,235.89032
Iceland,ISL,2000,136.29617,203.31633
Iceland,ISL,2001,112.023735,204.43127
Iceland,ISL,2002,120.67486,208.8253
Iceland,ISL,2003,115.79795,192.74907
Iceland,ISL,2004,107.136475,207.22163
Iceland,ISL,2005,103.28544,162.75728
Iceland,ISL,2006,109.13032,168.97366
Iceland,ISL,2007,92.82838,169.28746
Iceland,ISL,2008,97.7977,160.00089
Iceland,ISL,2009,93.502754,161.89078
Iceland,ISL,2010,83.78431,165.79349
Iceland,ISL,2011,85.10277,143.38712
Iceland,ISL,2012,86.21656,122.6069
Iceland,ISL,2013,88.30767,129.93605
Iceland,ISL,2014,73.82741,130.56107
Iceland,ISL,2015,85.82794,134.98485
Iceland,ISL,2016,74.993904,132.86334
Iceland,ISL,2017,72.75672,121.03967
Iceland,ISL,2018,69.60622,113.99929
Iceland,ISL,2019,70.675285,116.1041
Iceland,ISL,2020,74.22407,106.766266
Iceland,ISL,2021,68.6548,103.53923
Iceland,ISL,2022,69.601105,114.10812
Iran,IRN,2013,224.79663,234.17165
Iran,IRN,2014,216.04562,223.86433
Iran,IRN,2015,251.14719,251.91454
Iran,IRN,2016,199.14027,226.13492
Iran,IRN,2017,240.18304,226.48982
Iraq,IRQ,2008,312.88635,416.08856
Iraq,IRQ,2015,253.30232,310.38223
Iraq,IRQ,2016,272.76526,349.76215
Ireland,IRL,1950,391.27722,446.96976
Ireland,IRL,1951,429.66165,481.21832
Ireland,IRL,1952,389.75217,453.50253
Ireland,IRL,1953,395.9078,444.4406
Ireland,IRL,1954,419.11124,496.06866
Ireland,IRL,1955,448.73663,530.2718
Ireland,IRL,1956,420.86963,490.7059
Ireland,IRL,1957,419.0805,498.9412
Ireland,IRL,1958,421.3341,524.96606
Ireland,IRL,1959,413.37234,519.3188
Ireland,IRL,1960,406.68185,509.73547
Ireland,IRL,1961,421.47708,533.1866
Ireland,IRL,1962,413.03314,533.4895
Ireland,IRL,1963,410.891,535.8267
Ireland,IRL,1964,389.03094,511.00543
Ireland,IRL,1965,398.04523,545.19073
Ireland,IRL,1966,416.65277,561.9244
Ireland,IRL,1967,381.08344,513.0966
Ireland,IRL,1968,402.83533,554.5349
Ireland,IRL,1969,398.79755,553.88635
Ireland,IRL,1970,376.62845,544.53973
Ireland,IRL,1971,366.94305,514.58374
Ireland,IRL,1972,386.72852,551.0311
Ireland,IRL,1973,376.00873,548.7351
Ireland,IRL,1974,388.44034,560.898
Ireland,IRL,1975,358.01352,539.80963
Ireland,IRL,1976,363.59366,534.06024
Ireland,IRL,1977,364.40067,541.8985
Ireland,IRL,1978,349.00854,526.8279
Ireland,IRL,1979,341.57233,541.68726
Ireland,IRL,1980,335.42343,527.89325
Ireland,IRL,1981,324.02594,511.30945
Ireland,IRL,1982,311.31857,504.46835
Ireland,IRL,1983,313.4394,513.66406
Ireland,IRL,1984,288.29443,482.406
Ireland,IRL,1985,296.87656,489.76648
Ireland,IRL,1986,291.52377,488.21582
Ireland,IRL,1987,259.85147,445.55792
Ireland,IRL,1988,259.81708,432.883
Ireland,IRL,1989,257.8643,421.23242
Ireland,IRL,1990,235.91116,409.53418
Ireland,IRL,1991,230.969,390.28122
Ireland,IRL,1992,222.22504,376.92236
Ireland,IRL,1993,226.98196,384.66064
Ireland,IRL,1994,219.15033,368.3499
Ireland,IRL,1995,219.06119,369.17444
Ireland,IRL,1996,209.43184,352.63998
Ireland,IRL,1997,199.48636,337.31464
Ireland,IRL,1998,191.09534,325.71283
Ireland,IRL,1999,192.79546,323.50436
Ireland,IRL,2000,180.00482,299.82895
Ireland,IRL,2001,162.71057,278.33905
Ireland,IRL,2002,156.66002,264.5048
Ireland,IRL,2003,147.29123,241.9001
Ireland,IRL,2004,136.04375,229.64001
Ireland,IRL,2005,123.67128,212.84851
Ireland,IRL,2006,121.92639,201.07333
Ireland,IRL,2007,119.77846,195.16786
Ireland,IRL,2008,114.86927,188.27943
Ireland,IRL,2009,110.47146,177.58257
Ireland,IRL,2010,103.840454,169.3674
Ireland,IRL,2011,98.7237,158.19823
Ireland,IRL,2012,97.487755,158.52625
Ireland,IRL,2013,94.14889,153.75206
Ireland,IRL,2014,92.01697,143.4895
Ireland,IRL,2015,88.703896,142.16566
Ireland,IRL,2016,83.261986,136.29343
Ireland,IRL,2017,76.90558,127.39097
Ireland,IRL,2018,76.01109,127.31824
Ireland,IRL,2019,72.94883,120.07628
Ireland,IRL,2020,70.71049,114.724846
Ireland,IRL,2021,72.89622,117.28275
Ireland,IRL,2022,74.54128,117.14698
Israel,ISR,1975,355.46646,428.064
Israel,ISR,1976,334.44888,415.58035
Israel,ISR,1977,342.71912,409.754
Israel,ISR,1978,314.10544,389.37268
Israel,ISR,1979,312.86777,380.4976
Israel,ISR,1980,318.28046,390.0623
Israel,ISR,1981,304.14557,368.7239
Israel,ISR,1982,313.4432,378.49237
Israel,ISR,1983,262.4949,330.06787
Israel,ISR,1984,254.28337,320.73984
Israel,ISR,1985,247.54526,311.44614
Israel,ISR,1986,256.48233,335.5739
Israel,ISR,1987,246.60132,318.0823
Israel,ISR,1988,231.7701,303.41733
Israel,ISR,1989,215.92986,290.0035
Israel,ISR,1990,201.6061,269.07233
Israel,ISR,1991,206.48329,280.5288
Israel,ISR,1992,199.10938,281.84
Israel,ISR,1993,202.993,277.57062
Israel,ISR,1994,202.28838,279.79797
Israel,ISR,1995,196.40068,271.75128
Israel,ISR,1996,155.35617,216.77182
Israel,ISR,1997,144.95287,202.0825
Israel,ISR,1998,148.04405,208.63963
Israel,ISR,1999,126.31731,177.90164
Israel,ISR,2000,121.247536,177.62384
Israel,ISR,2001,114.04998,168.91325
Israel,ISR,2002,111.34161,159.92236
Israel,ISR,2003,106.6605,154.93489
Israel,ISR,2004,100.849075,147.17905
Israel,ISR,2005,100.17559,139.3728
Israel,ISR,2006,94.08282,129.60603
Israel,ISR,2007,92.7282,134.6079
Israel,ISR,2008,82.24622,117.430435
Israel,ISR,2009,74.383286,106.576164
Israel,ISR,2010,71.03116,107.457146
Israel,ISR,2011,71.553246,103.82125
Israel,ISR,2012,66.654854,99.62599
Israel,ISR,2013,65.30797,95.18738
Israel,ISR,2014,63.150795,91.90466
Israel,ISR,2015,61.972546,94.54695
Israel,ISR,2016,60.90496,89.24988
Israel,ISR,2017,55.14726,89.99613
Israel,ISR,2018,52.708805,83.01432
Israel,ISR,2019,54.21592,83.35125
Israel,ISR,2020,51.97708,81.95448
Israel,ISR,2021,51.530094,77.00187
Israel,ISR,2022,49.36936,76.06619
Italy,ITA,1951,379.09708,422.6872
Italy,ITA,1952,380.80505,426.5755
Italy,ITA,1953,396.32077,446.73917
Italy,ITA,1954,370.64227,422.99728
Italy,ITA,1955,366.8421,419.38968
Italy,ITA,1956,417.3564,491.11877
Italy,ITA,1957,393.41,470.90613
Italy,ITA,1958,363.3159,438.4581
Italy,ITA,1959,352.525,425.55127
Italy,ITA,1960,362.71503,449.6551
Italy,ITA,1961,341.59647,427.14694
Italy,ITA,1962,365.79474,466.40778
Italy,ITA,1963,361.2211,468.72153
Italy,ITA,1964,341.7682,440.12418
Italy,ITA,1965,363.45004,463.75488
Italy,ITA,1966,330.92404,440.5384
Italy,ITA,1967,336.3048,446.59427
Italy,ITA,1968,344.72226,461.33572
Italy,ITA,1969,335.6448,454.91342
Italy,ITA,1970,311.65137,420.7535
Italy,ITA,1971,310.2636,428.42422
Italy,ITA,1972,304.03796,419.1112
Italy,ITA,1973,322.63376,440.92422
Italy,ITA,1974,300.9613,416.2395
Italy,ITA,1975,303.33563,424.32642
Italy,ITA,1976,298.1808,424.07056
Italy,ITA,1977,287.4534,413.48154
Italy,ITA,1978,276.152,405.77615
Italy,ITA,1979,264.4085,390.5016
Italy,ITA,1980,262.56705,386.5376
Italy,ITA,1981,247.2978,366.81757
Italy,ITA,1982,249.36023,371.89905
Italy,ITA,1983,258.13538,385.21774
Italy,ITA,1984,232.48279,351.72565
Italy,ITA,1985,227.18237,343.19247
Italy,ITA,1986,216.6518,328.40295
Italy,ITA,1987,205.1444,311.50473
Italy,ITA,1988,196.50056,299.5528
Italy,ITA,1989,185.96306,286.39243
Italy,ITA,1990,182.81876,278.98227
Italy,ITA,1991,181.2114,280.1759
Italy,ITA,1992,176.81325,268.6087
Italy,ITA,1993,175.45973,265.30756
Italy,ITA,1994,171.31332,259.15015
Italy,ITA,1995,166.17302,254.73094
Italy,ITA,1996,157.06659,243.32414
Italy,ITA,1997,155.44139,237.50958
Italy,ITA,1998,156.3953,240.13893
Italy,ITA,1999,148.78215,227.85892
Italy,ITA,2000,141.37003,217.8397
Italy,ITA,2001,133.38484,207.6511
Italy,ITA,2002,129.28827,202.28888
Italy,ITA,2003,130.26097,198.99542
Italy,ITA,2004,117.70556,181.13594
Italy,ITA,2005,119.55038,181.62169
Italy,ITA,2006,108.36748,165.9674
Italy,ITA,2007,106.33319,161.00531
Italy,ITA,2008,102.1294,157.58116
Italy,ITA,2009,98.870346,151.117
Italy,ITA,2010,93.91962,144.36316
Italy,ITA,2011,93.76845,143.36652
Italy,ITA,2012,94.09764,142.12488
Italy,ITA,2013,87.33218,134.33817
Italy,ITA,2014,84.64406,128.5344
Italy,ITA,2015,89.98239,134.36731
Italy,ITA,2016,81.33261,122.62961
Italy,ITA,2017,83.67565,124.40204
Italy,ITA,2018,78.38449,117.30377
Italy,ITA,2019,74.398865,109.02964
Italy,ITA,2020,77.69255,114.07493
Italy,ITA,2021,74.2054,108.931526
Italy,ITA,2022,72.11618,105.532814
Jamaica,JAM,1960,318.69144,392.40222
Jamaica,JAM,1961,311.1768,395.89447
Jamaica,JAM,1965,351.70502,409.22818
Jamaica,JAM,1967,336.4153,379.9387
Jamaica,JAM,1977,315.22498,380.31503
Jamaica,JAM,1980,247.53432,277.6049
Jamaica,JAM,1981,264.02023,278.11926
Jamaica,JAM,1982,263.8223,255.3748
Jamaica,JAM,1983,237.0471,267.3237
Jamaica,JAM,1984,300.3911,315.4183
Jamaica,JAM,1985,258.84616,286.11343
Jamaica,JAM,1986,235.46475,247.67232
Jamaica,JAM,1987,243.32137,263.4822
Jamaica,JAM,1988,217.3644,235.54526
Jamaica,JAM,1989,224.0326,252.81488
Jamaica,JAM,1990,209.02501,218.56645
Jamaica,JAM,1991,182.05852,196.62862
Jamaica,JAM,2000,182.73958,187.61722
Jamaica,JAM,2001,167.25992,170.35005
Jamaica,JAM,2002,146.2254,144.52504
Jamaica,JAM,2003,158.87619,169.68594
Jamaica,JAM,2004,166.26039,178.23067
Jamaica,JAM,2005,157.5372,161.48026
Jamaica,JAM,2006,152.83191,160.30128
Jamaica,JAM,2009,159.49689,170.35307
Jamaica,JAM,2010,156.67642,173.72533
Jamaica,JAM,2011,151.88556,173.79712
Jamaica,JAM,2012,156.68054,171.90936
Jamaica,JAM,2013,162.42773,180.17998
Jamaica,JAM,2014,184.97862,214.3748
Japan,JPN,1950,281.01917,337.67764
Japan,JPN,1951,299.55426,364.3072
Japan,JPN,1952,294.86298,363.94986
Japan,JPN,1953,301.0378,385.32092
Japan,JPN,1954,282.60162,369.38684
Japan,JPN,1955,283.14917,374.4459
Japan,JPN,1956,304.0111,404.49463
Japan,JPN,1957,310.019,427.3242
Japan,JPN,1958,294.84027,403.3751
Japan,JPN,1959,301.47308,416.89856
Japan,JPN,1960,316.11932,436.5022
Japan,JPN,1961,313.79245,442.05872
Japan,JPN,1962,319.59528,459.1634
Japan,JPN,1963,312.7162,444.1582
Japan,JPN,1964,309.22208,441.08115
Japan,JPN,1965,318.97473,458.38095
Japan,JPN,1966,305.7244,435.88538
Japan,JPN,1967,302.68808,434.02182
Japan,JPN,1968,302.20465,439.64343
Japan,JPN,1969,297.12833,435.5752
Japan,JPN,1970,302.82074,436.715
Japan,JPN,1971,281.5608,409.103
Japan,JPN,1972,271.87683,393.3452
Japan,JPN,1973,280.84824,398.973
Japan,JPN,1974,278.1806,390.1325
Japan,JPN,1975,262.57593,369.62973
Japan,JPN,1976,257.85275,361.67294
Japan,JPN,1977,243.61719,342.48538
Japan,JPN,1978,233.39503,330.80267
Japan,JPN,1979,219.07057,310.70557
Japan,JPN,1980,220.66673,317.47345
Japan,JPN,1981,211.32428,300.17474
Japan,JPN,1982,193.24963,276.87848
Japan,JPN,1983,188.83435,270.86194
Japan,JPN,1984,179.72183,259.05386
Japan,JPN,1985,170.75684,249.65471
Japan,JPN,1986,160.27156,232.41104
Japan,JPN,1987,149.46286,218.3701
Japan,JPN,1988,152.45016,223.14525
Japan,JPN,1989,140.72905,208.17099
Japan,JPN,1990,139.27756,207.2716
Japan,JPN,1991,133.18373,200.5832
Japan,JPN,1992,129.52724,196.60544
Japan,JPN,1993,126.46975,192.56146
Japan,JPN,1994,113.280914,174.16902
Japan,JPN,1995,109.1379,175.47133
Japan,JPN,1996,101.299866,164.15195
Japan,JPN,1997,96.330025,158.7238
Japan,JPN,1998,92.62928,154.65538
Japan,JPN,1999,91.89487,154.07323
Japan,JPN,2000,84.58881,141.62825
Japan,JPN,2001,80.89777,137.6736
Japan,JPN,2002,78.14139,134.30449
Japan,JPN,2003,77.01688,133.64874
Japan,JPN,2004,74.010056,128.02586
Japan,JPN,2005,74.14714,130.43329
Japan,JPN,2006,70.22687,123.38522
Japan,JPN,2007,67.90869,119.373085
Japan,JPN,2008,66.31792,117.92027
Japan,JPN,2009,62.689262,112.800224
Japan,JPN,2010,62.171967,112.49035
Japan,JPN,2011,61.587086,110.253975
Japan,JPN,2012,59.485573,106.7948
Japan,JPN,2013,56.7906,101.44724
Japan,JPN,2014,54.124073,98.27036
Japan,JPN,2015,52.226913,94.746994
Japan,JPN,2016,50.5326,93.00507
Japan,JPN,2017,50.147926,92.43982
Japan,JPN,2018,49.140053,90.60622
Japan,JPN,2019,47.569725,88.46945
Japan,JPN,2020,45.371487,87.69725
Japan,JPN,2021,45.408302,88.39938
Japan,JPN,2022,47.212006,92.35822
Jordan,JOR,2008,165.00655,220.89711
Jordan,JOR,2009,159.31427,218.45985
Jordan,JOR,2010,167.51573,216.80487
Jordan,JOR,2011,168.61354,231.425
Jordan,JOR,2012,158.6543,216.40654
Jordan,JOR,2015,145.7159,193.64053
Jordan,JOR,2016,153.68098,208.26576
Jordan,JOR,2017,155.13937,209.18744
Jordan,JOR,2018,123.450096,172.2617
Kazakhstan,KAZ,1981,360.8631,561.37317
Kazakhstan,KAZ,1982,361.63638,558.02954
Kazakhstan,KAZ,1985,392.29077,588.9699
Kazakhstan,KAZ,1986,370.93713,550.83295
Kazakhstan,KAZ,1987,382.59305,568.1356
Kazakhstan,KAZ,1988,397.11926,578.2209
Kazakhstan,KAZ,1989,381.05203,573.1548
Kazakhstan,KAZ,1990,372.7608,579.0874
Kazakhstan,KAZ,1991,389.37122,597.386
Kazakhstan,KAZ,1992,388.27985,604.0322
Kazakhstan,KAZ,1993,434.37283,680.1948
Kazakhstan,KAZ,1994,486.68384,772.4902
Kazakhstan,KAZ,1995,488.48154,790.3704
Kazakhstan,KAZ,1996,493.5916,807.9639
Kazakhstan,KAZ,1997,479.52594,783.7485
Kazakhstan,KAZ,1998,482.24823,817.2849
Kazakhstan,KAZ,1999,473.90866,791.50446
Kazakhstan,KAZ,2000,468.3131,814.74915
Kazakhstan,KAZ,2001,492.8697,784.0263
Kazakhstan,KAZ,2002,496.79544,792.3973
Kazakhstan,KAZ,2003,517.80255,840.82367
Kazakhstan,KAZ,2004,495.47427,799.42505
Kazakhstan,KAZ,2005,504.8493,821.367
Kazakhstan,KAZ,2006,491.1121,812.664
Kazakhstan,KAZ,2007,479.79526,804.66327
Kazakhstan,KAZ,2008,443.42377,741.56116
Kazakhstan,KAZ,2009,368.5693,622.6936
Kazakhstan,KAZ,2010,364.53967,619.2753
Kazakhstan,KAZ,2011,255.74251,480.92172
Kazakhstan,KAZ,2012,200.47823,398.337
Kazakhstan,KAZ,2013,208.896,368.07266
Kazakhstan,KAZ,2014,174.73666,312.8425
Kazakhstan,KAZ,2015,160.2269,288.83624
Kazakhstan,KAZ,2016,137.47069,270.16492
Kazakhstan,KAZ,2017,133.31155,259.01266
Kazakhstan,KAZ,2018,123.35229,249.10933
Kazakhstan,KAZ,2019,114.942986,238.78574
Kazakhstan,KAZ,2020,134.72534,283.26376
Kazakhstan,KAZ,2021,166.10219,318.6044
Kazakhstan,KAZ,2022,100.27322,215.51
Kazakhstan,KAZ,2023,90.01087,204.71896
Kuwait,KWT,1972,421.5157,412.4022
Kuwait,KWT,1975,339.57217,418.839
Kuwait,KWT,1976,354.14618,474.05554
Kuwait,KWT,1977,343.95203,431.962
Kuwait,KWT,1978,270.3256,414.82608
Kuwait,KWT,1979,349.30286,449.92352
Kuwait,KWT,1980,343.2679,468.68613
Kuwait,KWT,1981,341.27863,443.25348
Kuwait,KWT,1982,274.88406,392.35132
Kuwait,KWT,1983,279.0743,398.73206
Kuwait,KWT,1984,278.43457,349.77972
Kuwait,KWT,1985,296.99866,380.26102
Kuwait,KWT,1986,276.00528,369.5746
Kuwait,KWT,1987,266.90005,353.8883
Kuwait,KWT,1993,286.48413,328.5373
Kuwait,KWT,1994,329.0938,310.77985
Kuwait,KWT,1995,352.00494,390.41263
Kuwait,KWT,1996,364.8623,361.7052
Kuwait,KWT,1997,400.54626,349.72165
Kuwait,KWT,1998,298.83255,364.55838
Kuwait,KWT,1999,296.76245,333.99588
Kuwait,KWT,2000,274.2621,297.96082
